text, gender, followers, location, friends, comments, source, likes, reposts, label
都跟你们说过很多次，微博草根大号都是营销账号，日常维护只是为了左右民意，粘合粉丝。想知道这次315他们都得到多少公关费用吗？何润东3W，郑渊洁3W，留几手4.5W。大家还记得作业本小鲁事件吗？,m,6926,海外 其他,0,36,iPhone客户端,2,148,1
男童鞋们以后尽量少饮酒，特别是高度白酒，否则体内酒精残留过多会引起自燃。河南一名22岁的男子在和女友做爱过程中，由于“活塞”运动中的摩擦热，生殖器突然自燃起火，并灼伤其同居女友…Oh，麦愛糕，怎么会这种事？我和我的小伙伴都惊呆了！从此，我那幼小纯洁的心灵留下做爱的阴影！转[吃惊],f,243581,其他,901,80,微博 weibo.com,5,387,1
各位施主，快出来看瀑布，黄果树还敢说自己是最宽最长的吗？,m,1465,四川 成都,655,16,微博 weibo.com,3,154,1
【打针西瓜】入夏，西瓜成为首选的消暑食品，但黑心商贩却把针头对准了尚未成熟的西瓜。“打针西瓜”所注射的禁用食品添加剂甜蜜素和胭脂红！打过针的西瓜瓜瓤呈红色，汁液也很“丰富”，但没有一点西瓜味。所用添加剂破坏  肝脏、肾脏的功能、影响儿童智力发育等毒性！,m,901409,重庆 江北区,2914,62,小鸟定时,4,107,1
【泰国免签】中泰外长上周会面，探讨互免签证问题。新闻：http://t.cn/zQpvDvu 中新网：泰国与中国磋商将于今年9月起两国游客互免旅游签证http://t.cn/zQNnRXP 希望每年可吸引500万中国游客，之前中国影片“泰囧”带动了中国人游泰国热。泰国国家新闻局发文证实了两国即将放松签证要求的新闻（如图2）,m,481880,海外 加拿大,108,137,微博 weibo.com,9,332,1
今天下午六点开始， 高清.探头全部启动，副驾驶室不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚200，越线停车罚100，今天起晚六 点半至深夜二点，为期60天，全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。每月10、20、30日由省厅带队检查，每月3、7、13、17、23日,f,75101,上海 静安区,1796,13,iPhone客户端,0,283,1
【让人心碎，他本打算在终点线求婚的】推特账户YourGentleman发推文披露一男子本打算在马拉松比赛终点线向参加比赛的女友求婚，怎料女友在爆炸案中不幸丧生，自此天人永隔。他在推文中这样写道：“这……让人心碎。他本打算在终点线求婚的”。。。。by网站分析公会 [伤心],f,450470,广东 广州,2538,34,微博 weibo.com,4,123,1
【毁三观啊！！！[抓狂]】独居父亲因儿子长得像妻子 难抑冲动对其施暴[吃惊][抓狂],m,97445,上海 静安区,838,32,微博 weibo.com,1,99,1
【对比】1996年在澳大利亚悉尼，一只野狗在水库大便，结果当地水务局鉴定水质污染，悉尼水业在电视台和报社打广告，告诉大家自来水被污染；2013年在中国上海，几千头死猪出现在黄浦江，结果当地水务局宣布水质没有问题.. ,m,13440,上海 卢湾区,197,28,皮皮时光机,0,394,1
@無名：神九燃料2万美元一千克，共需450吨，神九油钱就630亿。然而，中国免费教育需要600亿。可怜哪些贫家子弟呀,m,4410,江西 九江,1864,67,享拍微博通,1,176,1
太好了，最好全都死光光!!!日美海上军演发生直升机相撞，造成日自卫队36人死亡 - 据日本朝日新闻报道17日凌晨日美海上演习时两架阿帕奇直升机发生相撞事故，日本自卫队36人下落不明，日本防卫省正在调查事故原因，自今天下午14点已经发现33具... http://t.cn/zjkqlU1,f,3065,广东 广州,2377,97,中华网,1,979,1
【太活跃的鱼千万别买】去菜场买鱼，结果看到惊人一幕，摊贩往大水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未就溶解了，将半死不活的鱼虾倒入其中，没想到，鱼虾一会儿就活蹦乱跳开，仿佛这些鱼都是才从河中捕回来的.这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响！(关注@成都美食排行榜),f,251765,四川 成都,1754,24,皮皮时光机,0,98,1
据@小龍微观察 揭露【猪都笑了.大家都来围观，这就是天朝的官员】#四川雅安7级地震#湖南省张副省长一顿只吃一个菜 ，在接受电视台采访时大谈廉政感想。尼玛坐在这么豪华的包厢吃半盘菜装B，作秀过了头，让人深感恶心和虚伪！[抓狂],m,161092,北京,198,49,iPhone客户端,6,127,1
感动中国！！！,m,6027,四川 遂宁,559,6,壕,0,113,1
20年前，中国有公务员1000多万，经过20年的不泄努力，终于精简到了5700万，取得了巨大成绩。,m,16808,北京 海淀区,4745,40,微博 weibo.com,9,197,1
【网爆延安打人女城管艳照】延安女城管遭人肉，相册被破解艳照流出！霸气侧漏。网友戏称其：白天打人，晚上吃人！转发！！,m,15007,北京 海淀区,1730,336,360安全浏览器,99,799,1
已经证实保罗没死！图慎点。,m,4158027,海外 瑞士,828,19,Android客户端,5,79,1
3月27号，河南洛阳市一女子宋丽因为太漂亮，在被强奸时，不主动配合强奸，导致强奸者生殖器官折断，因失血过多而身亡。昨日洛阳市洛龙区法院审结此案，判决该女子构成过失致死罪，缓刑3年，并赔偿被害人江某家属经济损失8.8万元。 不配合强奸致死案——以后一定要配合！-法律界 http://t.cn/hH4QC,f,599,北京 东城区,25,24,360安全浏览器,0,123,1
今日爆炸性新闻！！！@京华时报，头条新闻：“赵本山涉黑转巨资被扣留”！,f,4106,上海 浦东新区,618,206,微博 weibo.com,13,569,1
各位注意：5月12日不要去电影院。 请大家一定别进影院，大家一起为《贞子》票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的《贞子》3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让贞子3D 5月12日票房为零,m,773,云南 丽江,715,24,微博桌面,1,115,1
波士顿爆炸案，现在是随便美国人说死伤了多少。事实告诉全球人民，一个声光烟的表演后，各演员向舞台中心跑去，包围现场，驱离围观者。然后一个个本来就是残疾人的演员被抬上轮椅，抱着假肢，图上鸡鸭血后出来摆拍。小布什开始笑话奥巴马，下手虽比911留情了，但却是更假了。全怪执行导演找错了演员。,f,19855,安徽,40,36,微博桌面,7,137,1
有车的朋友要注意了啊！！！加油时你要注意加油员的这个小动作了...（转）,f,273604,北京 东城区,228,27,皮皮时光机,1,197,1
太可怕了，今年3.15又有17种“问题食品”曝光：1兰州拉面，2砂锅粥‘加料’致癌，3来伊份，4立顿茶，5太子了奶粉，6星巴克冰乐，7东北饺子参老鼠肉，8蛋黄派和榴莲酥，9蒙牛，10统一奶茶，11蛇果上蜡，12可乐，13费列巧克力有‘活蛀虫’，14烧烤，15人造鸡蛋，16绝育黄瓜，17果粒橙！这是在服毒吗？转,m,42788,江苏 宿迁,1139,46,微博桌面,2,314,1
转：朋友在北京月星家居捡到一个钱包，里面有卡数张，现金一千二北左右，火车票一张，名字叫刘学伟，车票是后天的，失主请联系:13895686886，北京的朋友请转发,f,17947,北京 朝阳区,543,100,三星Galaxy Note II,87,444,1
安利老板身故!才56岁，吃了27年的纽崔莱，好讽刺啊!2013年10月16日，安利冠3S系统创始人陈观田因肝癌56岁去世，干了27年安利，吃了27年纽崔莱，为美国人赚了27年钱。 安利大师超凡创办人王慈官《远离贫穷》《完整的植物是最好的药物》作者，于2006年7月29日6时在福州逝世.享年61岁。,m,2436,四川 绵阳,994,208,微博 weibo.com,19,782,1
【7.6万箱含氯可口可乐流入市场】2月初，可口可乐山西饮料公司因管道改造，致使消毒用的含氯处理水混入9批次12万箱可口可乐中，目前确认76391箱流入市场。山西质监局调查事件时发现，该公司以维修电脑为由删除了2月4日到8日部分相关生产记录和全部电邮，关键证人被安排带薪休假。http://t.cn/zY4kOZE,m,51104,浙江 杭州,109,29,皮皮时光机,0,253,1
马航旧广告，推特上传疯了。,m,825176,北京,362,112,Android客户端,142,310,1
网传台湾前领导人 前国民党员 李登辉因心脏病去世！记得以前特别痛恨他，后来才发现原来真正阻碍两岸统一另有其人（我什么也没说）！他从支持统一到支持独立，这只不过是在维护台湾的利益罢了！虽然不同意他某些做法置！但仅其出发点而言，他已经比他对岸那些同行们优秀太多了,m,8570,广东 深圳,1527,38,红围脖iPhone客户端,0,116,1
上海某 酒吧一帅气男子当场被阉割；案发现场酒吧一白色保时捷上下来四人进入该酒吧将一男子当场阉割[，场面极为惨烈及壮观；鸡毁人亡[抠鼻]；睡了不该睡的人；大家引以为戒吧。乱睡別人的人是要付出代价的 我在:http://t.cn/zHd3y2N,m,80,广西 玉林,289,29,iPhone客户端,1,155,1
真相：【刘翔在医院图】最后一张慎点！！！看到心都碎了！！！[伤心]那些骂刘翔的人看清楚了！,m,33460,海外 加拿大,508,124,iPhone客户端,9,300,1
昨日福建省泉州市警察局抓到几个拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。因他还小，说不清楚自己家的详细地址和家里的电话。只知道他是云南昭通市人！如果你认识他麻烦你转告他家人到福建省泉州市公安局来接他。请看到的每一个朋友都能帮忙转一下！小孩实在是太可怜了。http://t.cn/zjb1oUB,f,274,广东 深圳,330,28,微博 weibo.com,0,583,1
【网传李天一案女主角撤诉】据某著名编辑透露，李天一案女主角撤销控诉，已达和解意向。因未满18岁，且当时已醉酒，被重判的可能性极低，经李天一等人家长的奔走，最终联系上女孩父母进行“长谈”，受害人终得到包括落实北京户口、工作及一套住房。#网友：原来京城的户口是可以用来轮奸的！#,m,1976,山东 青岛,963,39,天语云智能手机大黄蜂,0,152,1
吃榴莲后，喝可口可乐，毒过眼镜蛇！ 又一游客，客死泰国异乡！ 一位中国游客在泰国旅游的时候，吃了很多榴莲之后又喝了可乐，致咖啡因中毒血压飙升，结果引发心脏病猝死，年仅28岁，泰国有明确规定，食用大量榴莲后，8小时之内不能喝可口可乐！ 圈里爱榴莲的朋友很多，转发提醒一下! 让所有人都知道！,m,7934,广东 清远,1858,41,皮皮时光机,2,186,1
传原海军副司令员王守业就栽在她的手里 - 传原海军司令员王守业落马导火索是王的一个文艺女兵情妇，真是印证了一句俚语：阴沟里面翻大船。小美女扳倒了大中将。这个女兵就是南京军区前线文工团蒋雯。　  蒋雯成为王... http://t.cn/zTVZ8bh,m,15869,香港,1881,48,中华网,0,207,1
刘翔！！手术图，慎入,m,2487,北京 海淀区,786,20,微博 weibo.com,0,97,1
#三记新闻#国务院将于近日正式批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入上海市黄浦区；涉及拆分的街道做相应的调整[衰],m,2344,上海 浦东新区,1951,26,iPhone客户端,0,137,1
在微信竟然被作业本(微信ID:ZuoYeBeo)调戏了！！话说，要不要这么重口啊？！！[生病],m,74583,湖南 湘西土家族苗族自治州,40,79,微博 weibo.com,5,778,1
日本袖珍石猴寿命可达30年，成年后，和大可乐瓶差不多，性格温和，从小就养的话，会把主人当亲生父母一样。喜欢吃面包，蔬菜，水果。是中国唯一一种不受国家保护的动物，生命力强，听话，和小孩子一样，教什么会什么，行为举止和人非常相似，无异味是石猴最大的特点，和石猴一起睡觉也一点也不觉得脏。,f,1460,其他,635,0,iPhone客户端,0,131,1
【孔子诞辰】今天是9月28日，孔子2563年诞辰。1939年国民政府将孔子诞辰日为教师节。现联合国教科文组织及中国台湾和香港教师节，都定在孔子诞辰日9月28日。在此呼吁，将教师节改为每年的9月28日，这不仅仅是为了纪念一位伟大的老师，更希望以此唤醒国人对一个伟大和悠久的文化传统的尊重和信奉。,m,63054,河北 石家庄,76,132,iPhone客户端,3,472,1
德胜高架坍塌下来照片@我要问快报,f,306,浙江 杭州,455,31,iPhone客户端,0,144,1
【最牛交警PK军车司机 -看看谁最厉害： 我开军车就是了不起！有本事你找我茬啊？】http://t.cn/zHFi9ap上午10点，南京中山陵前湖路口，一挂军牌车辆逆向闯红灯被交警阻拦军车司机不但不听劝告，竟然用车顶交警，并且破口大骂，口出狂言~~——这次的确不是套牌军车。交警也不是临时工。@袁裕来律师@徐昕,m,81210,安徽 安庆,1128,202,360安全浏览器,22,731,1
#芦山地震#【 錢到哪裏去了？】雅安人口150萬，假若3口1戶，共50萬戶， 壹戶100萬，共需5000萬元，蘋果公司壹家捐款就夠所有人搬到安全的城鎮安家了。現在是幾十億捐款，災民有的連帳篷都住不上，只有礦泉水方便面...錢到哪去了？#郭美美事件# ,m,282770,广东 汕头,53,67,皮皮时光机,5,168,1
重磅新闻：国内著名学者孔庆东先生于今日下午16:08分在北京311医院因突发心脏病险些去世，享年50岁。,m,15869,香港,1881,355,微博 weibo.com,13,655,1
【唉，你让我说什么好】雷锋生前战友、曾为雷锋拍摄200多张照片的沈阳军区原工程兵政治部宣传助理员张峻 3月5日下午在沈阳军区学雷锋座谈会上发言将结束时说：”向老毛保证，今天讲的一切都是真实的。要有半句假话，立刻就死。”结果张峻一语成谶，当场心脏病发去世。,m,11423,山东 济南,622,41,微博 weibo.com,10,145,1
分享图片,m,1282,北京 朝阳区,791,22,微博桌面,0,114,1
【出来混迟早是要还的】那个MH370的黑匣子不是被探测到在南太平洋4000到6000米的海沟里嘛？当我听到这个消息的时候马上就兴奋了起来，因为我依稀记得蛟龙号第五次下潜最大深度达7062米。那搜这个黑匣子还不是小意思吗？刚想@蛟龙深潜 突然发现蛟龙成了乌龙了微博都被删光了一刚！（转）,m,531525,上海,702,79,iPad客户端,21,476,1
【除了双膝跪倒，普通中国人还能怎么办？】——为了保住学校，学生家长已经坚持了四天——浙江省缙云县大洋镇中心学校，被纳入“撤并”对象，五六百初中生适龄学童，需走六七十里路求学 。记者采访车刚开到现场，村民就跪倒一片——大洋村村民已经坚持四天了。多转发一次就多份希望 @徐昕@袁裕来律师  ,f,92948,广东 广州,504,98,皮皮时光机,3,459,1
他是一普通屠夫，卖肉的，被人看上了摊位，然后开始被工商税务城管卫生防疫等部门找茬儿，他一不上访，二不喊冤，直接操刀就剁，死伤的都是这些部门欺负过他的人，杀的这些人的家属吓得都躲进派出所。被抓后他只有一件事说后悔：没杀干净他们。,m,4905,浙江 杭州,541,130,微博 weibo.com,8,502,1
【派出所长逼迫女孩吸毒后进行轮奸】盘锦市油田派出所长“二哥”，伙同地痞流氓敲诈钱财不成逼迫24岁的李洪娜吸毒，并实施轮奸。李洪娜去振兴派出所报案警察袁庆不予理睬，警号为902008的威胁说：告什么告？你们能告倒谁啊！想找死啊？女子父亲气得吐血而死。求助电话15242778071 http://t.cn/zWlRweO,f,599,北京 东城区,25,45,微博 weibo.com,1,192,1
山青水秀 新闻破解:【民警查车震致阳痿被索赔百万10月23日晚，临沂沂州路民警巡视时，发现一辆黑轿车不停摇动打开车门检查，见一对男女一丝不挂。系临沂206国道沂河大桥收费处主任班树栋，和其女下属郑来花。之后主任发现自己现阳痿，按每次性交200元5000次计，向警方索赔100万元。,m,5092,上海 徐汇区,1765,65,微博 weibo.com,1,196,1
#预警提示#【警惕新型“100860”短信诈骗】骗子们通过“100860”号码群发“您的账户余额少于10元，请适时充值以免停机，欢迎使用短信形式的手机账单服务（免费）！请回复短信号码”的信息。由于与移动客服“10086”只差一个0，很多人会按短信要求回复，结果话费被扣。请广大市民提高警惕，仔细甄别！,m,1421314,江苏 常州,396,64,政府版微博,1,203,1
公安内部资料显示，她的户口是由山东青岛迁出，迁往地是日本的大阪。评：古人云“苟富贵，无相忘”，现在倒好，就连张海迪这样真正是靠全党、全国人民无数双手捧起来、曾经是一代人心中楷模和英雄偶像的残疾人，也在当高官、享厚禄后，拍屁股外逃了！,f,23673,北京 朝阳区,534,74,皮皮时光机,2,114,1
（转发）上海某 酒吧一帅气男子当场被阉割；案发现场酒吧一白色保时捷上下来四人进入该酒吧将一男子当场阉割[，场面极为惨烈及壮观；鸡毁人亡[抠鼻]；睡了不该睡的人；大家引以为戒吧。乱睡別人的人是要付出代价的；喜欢在酒吧玩的人转给身旁的人看看吧。看你们还乱泡。玩感情的人会有厉害家伙来收拾你,m,149,上海,94,43,Android客户端,4,805,1
因为2块钱，特警暴打司机，随即被司机一招KO！！貌似死了。在外面别太横，你不知道谁是BOSS！http://t.cn/zlznn1p,f,260150,广东,36,0,皮皮时光机,0,664,1
 @哼-看我眼神：《一场设在大街上的简朴婚礼》 主人作为某乡的乡长，由衷地感叹：“没有党就没有我的幸福生活！社会主义好！社会主义很先进！”本人也由衷地感叹:一年天朝乡，十万血花银。,m,42134,广东 深圳,546,148,iPhone客户端,1,223,1
